Solving vm1084
[0s]  C: construct_random_replicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[11485s]  		O: rrelocate_4              -----> [11496s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11496s]  		O: move_all_1               -----> [11496s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11496s]  		O: move_all_2               -----> [11496s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11496s]  		O: insert1                  -----> [11496s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11496s]  		O: remove1                  -----> [11496s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11496s]  		O: two_opt                  -----> [11503s]  Current: [fitness: 651955  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11503s]  		O: exchange_ids             -----> [11510s]  Current: [fitness: 651683  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651955  last updated: 11485s  feasible: 1  size: 1084]
[11510s]  		O: exchange_1_2             -----> [11521s]  Current: [fitness: 651459  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651683  last updated: 11510s  feasible: 1  size: 1084]
[11521s]  		O: exchange_2_2             -----> [11533s]  Current: [fitness: 651337  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651459  last updated: 11521s  feasible: 1  size: 1084]
[11533s]  		O: exchange_3_3             -----> [11544s]  Current: [fitness: 651215  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651337  last updated: 11533s  feasible: 1  size: 1084]
[11544s]  		O: exchange_3_4             -----> [11556s]  Current: [fitness: 651033  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651215  last updated: 11544s  feasible: 1  size: 1084]
[11556s]  		O: exchange_4_4             -----> [11567s]  Current: [fitness: 651014  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651033  last updated: 11556s  feasible: 1  size: 1084]
[11567s]  		O: rexchange_2_2            -----> [11578s]  Current: [fitness: 650876  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 651014  last updated: 11567s  feasible: 1  size: 1084]
[11578s]  		O: rexchange_2_3            -----> [11590s]  Current: [fitness: 650688  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 650876  last updated: 11578s  feasible: 1  size: 1084]
[11590s]  		O: rexchange_4_4            -----> [11602s]  Current: [fitness: 650688  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 650688  last updated: 11590s  feasible: 1  size: 1084]
[11602s]  		O: centered_exchange_1      -----> [11602s]  Current: [fitness: 650688  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 650688  last updated: 11590s  feasible: 1  size: 1084]
[11602s]  		O: relocate_1               -----> [11613s]  Current: [fitness: 650230  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 650688  last updated: 11590s  feasible: 1  size: 1084]
[11613s]  		O: relocate_5               -----> [11625s]  Current: [fitness: 649891  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 650230  last updated: 11613s  feasible: 1  size: 1084]
[11625s]  		O: rrelocate_3              -----> [11637s]  Current: [fitness: 649876  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 649891  last updated: 11625s  feasible: 1  size: 1084]
[11637s]  		O: rrelocate_4              -----> [11648s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11648s]  		O: move_all_1               -----> [11648s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11648s]  		O: move_all_2               -----> [11648s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11648s]  		O: insert1                  -----> [11648s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11648s]  		O: remove1                  -----> [11648s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11648s]  		O: two_opt                  -----> [11656s]  Current: [fitness: 649876  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11656s]  		O: exchange_ids             -----> [11662s]  Current: [fitness: 649617  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 649876  last updated: 11637s  feasible: 1  size: 1084]
[11662s]  		O: exchange_1_2             -----> [11674s]  Current: [fitness: 649105  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 649617  last updated: 11662s  feasible: 1  size: 1084]
[11674s]  		O: exchange_2_2             -----> [11685s]  Current: [fitness: 649016  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 649105  last updated: 11674s  feasible: 1  size: 1084]
[11685s]  		O: exchange_3_3             -----> [11697s]  Current: [fitness: 648849  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 649016  last updated: 11685s  feasible: 1  size: 1084]
[11697s]  		O: exchange_3_4             -----> [11708s]  Current: [fitness: 648724  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648849  last updated: 11697s  feasible: 1  size: 1084]
[11708s]  		O: exchange_4_4             -----> [11720s]  Current: [fitness: 648602  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648724  last updated: 11708s  feasible: 1  size: 1084]
[11720s]  		O: rexchange_2_2            -----> [11731s]  Current: [fitness: 648537  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648602  last updated: 11720s  feasible: 1  size: 1084]
[11731s]  		O: rexchange_2_3            -----> [11743s]  Current: [fitness: 648416  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648537  last updated: 11731s  feasible: 1  size: 1084]
[11743s]  		O: rexchange_4_4            -----> [11754s]  Current: [fitness: 648416  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 648416  last updated: 11743s  feasible: 1  size: 1084]
[11754s]  		O: centered_exchange_1      -----> [11754s]  Current: [fitness: 648416  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 648416  last updated: 11743s  feasible: 1  size: 1084]
[11754s]  		O: relocate_1               -----> [11766s]  Current: [fitness: 648047  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648416  last updated: 11743s  feasible: 1  size: 1084]
[11766s]  		O: relocate_5               -----> [11778s]  Current: [fitness: 647669  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 648047  last updated: 11766s  feasible: 1  size: 1084]
[11778s]  		O: rrelocate_3              -----> [11790s]  Current: [fitness: 647641  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647669  last updated: 11778s  feasible: 1  size: 1084]
[11790s]  		O: rrelocate_4              -----> [11801s]  Current: [fitness: 647641  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 647641  last updated: 11790s  feasible: 1  size: 1084]
[11801s]  		O: move_all_1               -----> [11801s]  Current: [fitness: 647588  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647641  last updated: 11790s  feasible: 1  size: 1084]
[11801s]  		O: move_all_2               -----> [11801s]  Current: [fitness: 647588  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 647588  last updated: 11801s  feasible: 1  size: 1084]
[11801s]  		O: insert1                  -----> [11801s]  Current: [fitness: 647588  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 647588  last updated: 11801s  feasible: 1  size: 1084]
[11801s]  		O: remove1                  -----> [11801s]  Current: [fitness: 647588  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 647588  last updated: 11801s  feasible: 1  size: 1084]
[11801s]  		O: two_opt                  -----> [11809s]  Current: [fitness: 647588  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 647588  last updated: 11801s  feasible: 1  size: 1084]
[11809s]  		O: exchange_ids             -----> [11816s]  Current: [fitness: 647356  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647588  last updated: 11801s  feasible: 1  size: 1084]
[11816s]  		O: exchange_1_2             -----> [11827s]  Current: [fitness: 647146  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647356  last updated: 11816s  feasible: 1  size: 1084]
[11827s]  		O: exchange_2_2             -----> [11839s]  Current: [fitness: 647061  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647146  last updated: 11827s  feasible: 1  size: 1084]
[11839s]  		O: exchange_3_3             -----> [11850s]  Current: [fitness: 647018  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647061  last updated: 11839s  feasible: 1  size: 1084]
[11850s]  		O: exchange_3_4             -----> [11862s]  Current: [fitness: 646851  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 647018  last updated: 11850s  feasible: 1  size: 1084]
[11862s]  		O: exchange_4_4             -----> [11873s]  Current: [fitness: 646837  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 646851  last updated: 11862s  feasible: 1  size: 1084]
[11873s]  		O: rexchange_2_2            -----> [11885s]  Current: [fitness: 646537  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 646837  last updated: 11873s  feasible: 1  size: 1084]
[11885s]  		O: rexchange_2_3            -----> [11896s]  Current: [fitness: 646434  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 646537  last updated: 11885s  feasible: 1  size: 1084]
[11896s]  		O: rexchange_4_4            -----> [11907s]  Current: [fitness: 646434  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 646434  last updated: 11896s  feasible: 1  size: 1084]
[11907s]  		O: centered_exchange_1      -----> [11908s]  Current: [fitness: 646434  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 646434  last updated: 11896s  feasible: 1  size: 1084]
[11908s]  		O: relocate_1               -----> [11919s]  Current: [fitness: 645937  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 646434  last updated: 11896s  feasible: 1  size: 1084]
[11919s]  		O: relocate_5               -----> [11931s]  Current: [fitness: 645811  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 645937  last updated: 11919s  feasible: 1  size: 1084]
[11931s]  		O: rrelocate_3              -----> [11942s]  Current: [fitness: 645456  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 645811  last updated: 11931s  feasible: 1  size: 1084]
[11942s]  		O: rrelocate_4              -----> [11954s]  Current: [fitness: 645456  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 645456  last updated: 11942s  feasible: 1  size: 1084]
[11954s]  		O: move_all_1               -----> [11954s]  Current: [fitness: 645443  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 645456  last updated: 11942s  feasible: 1  size: 1084]
[11954s]  		O: move_all_2               -----> [11954s]  Current: [fitness: 645443  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 645443  last updated: 11954s  feasible: 1  size: 1084]
[11954s]  		O: insert1                  -----> [11954s]  Current: [fitness: 645443  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 645443  last updated: 11954s  feasible: 1  size: 1084]
[11954s]  		O: remove1                  -----> [11954s]  Current: [fitness: 645443  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 645443  last updated: 11954s  feasible: 1  size: 1084]
[11954s]  		O: two_opt                  -----> [11961s]  Current: [fitness: 645443  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 645443  last updated: 11954s  feasible: 1  size: 1084]
[11961s]  		O: exchange_ids             -----> [11967s]  Current: [fitness: 644794  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 645443  last updated: 11954s  feasible: 1  size: 1084]
[11967s]  		O: exchange_1_2             -----> [11979s]  Current: [fitness: 644325  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 644794  last updated: 11967s  feasible: 1  size: 1084]
[11979s]  		O: exchange_2_2             -----> [11990s]  Current: [fitness: 644266  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 644325  last updated: 11979s  feasible: 1  size: 1084]
[11990s]  		O: exchange_3_3             -----> [12002s]  Current: [fitness: 644170  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 644266  last updated: 11990s  feasible: 1  size: 1084]
[12002s]  		O: exchange_3_4             -----> [12014s]  Current: [fitness: 643992  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 644170  last updated: 12002s  feasible: 1  size: 1084]
[12014s]  		O: exchange_4_4             -----> [12025s]  Current: [fitness: 643909  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643992  last updated: 12014s  feasible: 1  size: 1084]
[12025s]  		O: rexchange_2_2            -----> [12037s]  Current: [fitness: 643628  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643909  last updated: 12025s  feasible: 1  size: 1084]
[12037s]  		O: rexchange_2_3            -----> [12048s]  Current: [fitness: 643580  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643628  last updated: 12037s  feasible: 1  size: 1084]
[12048s]  		O: rexchange_4_4            -----> [12060s]  Current: [fitness: 643580  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643580  last updated: 12048s  feasible: 1  size: 1084]
[12060s]  		O: centered_exchange_1      -----> [12060s]  Current: [fitness: 643580  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643580  last updated: 12048s  feasible: 1  size: 1084]
[12060s]  		O: relocate_1               -----> [12071s]  Current: [fitness: 643154  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643580  last updated: 12048s  feasible: 1  size: 1084]
[12071s]  		O: relocate_5               -----> [12083s]  Current: [fitness: 643032  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643154  last updated: 12071s  feasible: 1  size: 1084]
[12083s]  		O: rrelocate_3              -----> [12095s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12095s]  		O: rrelocate_4              -----> [12106s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12106s]  		O: move_all_1               -----> [12106s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12106s]  		O: move_all_2               -----> [12106s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12106s]  		O: insert1                  -----> [12106s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12106s]  		O: remove1                  -----> [12106s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12106s]  		O: two_opt                  -----> [12113s]  Current: [fitness: 643032  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12113s]  		O: exchange_ids             -----> [12120s]  Current: [fitness: 642807  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 643032  last updated: 12083s  feasible: 1  size: 1084]
[12120s]  		O: exchange_1_2             -----> [12131s]  Current: [fitness: 642434  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642807  last updated: 12120s  feasible: 1  size: 1084]
[12131s]  		O: exchange_2_2             -----> [12143s]  Current: [fitness: 642376  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642434  last updated: 12131s  feasible: 1  size: 1084]
[12143s]  		O: exchange_3_3             -----> [12154s]  Current: [fitness: 642341  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642376  last updated: 12143s  feasible: 1  size: 1084]
[12154s]  		O: exchange_3_4             -----> [12166s]  Current: [fitness: 642244  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642341  last updated: 12154s  feasible: 1  size: 1084]
[12166s]  		O: exchange_4_4             -----> [12177s]  Current: [fitness: 642234  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642244  last updated: 12166s  feasible: 1  size: 1084]
[12177s]  		O: rexchange_2_2            -----> [12189s]  Current: [fitness: 642114  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642234  last updated: 12177s  feasible: 1  size: 1084]
[12189s]  		O: rexchange_2_3            -----> [12201s]  Current: [fitness: 642067  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642114  last updated: 12189s  feasible: 1  size: 1084]
[12201s]  		O: rexchange_4_4            -----> [12212s]  Current: [fitness: 642067  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 642067  last updated: 12201s  feasible: 1  size: 1084]
[12212s]  		O: centered_exchange_1      -----> [12212s]  Current: [fitness: 641851  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 642067  last updated: 12201s  feasible: 1  size: 1084]
[12212s]  		O: relocate_1               -----> [12224s]  Current: [fitness: 641521  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 641851  last updated: 12212s  feasible: 1  size: 1084]
[12224s]  		O: relocate_5               -----> [12235s]  Current: [fitness: 641314  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 641521  last updated: 12224s  feasible: 1  size: 1084]
[12235s]  		O: rrelocate_3              -----> [12247s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12247s]  		O: rrelocate_4              -----> [12259s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12259s]  		O: move_all_1               -----> [12259s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12259s]  		O: move_all_2               -----> [12259s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12259s]  		O: insert1                  -----> [12259s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12259s]  		O: remove1                  -----> [12259s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12259s]  		O: two_opt                  -----> [12265s]  Current: [fitness: 641314  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12265s]  		O: exchange_ids             -----> [12272s]  Current: [fitness: 641072  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 641314  last updated: 12235s  feasible: 1  size: 1084]
[12272s]  		O: exchange_1_2             -----> [12283s]  Current: [fitness: 640921  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 641072  last updated: 12272s  feasible: 1  size: 1084]
[12283s]  		O: exchange_2_2             -----> [12295s]  Current: [fitness: 640858  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640921  last updated: 12283s  feasible: 1  size: 1084]
[12295s]  		O: exchange_3_3             -----> [12306s]  Current: [fitness: 640541  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640858  last updated: 12295s  feasible: 1  size: 1084]
[12306s]  		O: exchange_3_4             -----> [12318s]  Current: [fitness: 640481  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640541  last updated: 12306s  feasible: 1  size: 1084]
[12318s]  		O: exchange_4_4             -----> [12329s]  Current: [fitness: 640461  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640481  last updated: 12318s  feasible: 1  size: 1084]
[12329s]  		O: rexchange_2_2            -----> [12341s]  Current: [fitness: 640206  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640461  last updated: 12329s  feasible: 1  size: 1084]
[12341s]  		O: rexchange_2_3            -----> [12352s]  Current: [fitness: 639879  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 640206  last updated: 12341s  feasible: 1  size: 1084]
[12352s]  		O: rexchange_4_4            -----> [12364s]  Current: [fitness: 639843  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 639879  last updated: 12352s  feasible: 1  size: 1084]
[12364s]  		O: centered_exchange_1      -----> [12364s]  Current: [fitness: 639843  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 639843  last updated: 12364s  feasible: 1  size: 1084]
[12364s]  		O: relocate_1               -----> [12376s]  Current: [fitness: 639036  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 639843  last updated: 12364s  feasible: 1  size: 1084]
[12376s]  		O: relocate_5               -----> [12387s]  Current: [fitness: 638927  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 639036  last updated: 12376s  feasible: 1  size: 1084]
[12387s]  		O: rrelocate_3              -----> [12399s]  Current: [fitness: 638675  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 638927  last updated: 12387s  feasible: 1  size: 1084]
[12399s]  		O: rrelocate_4              -----> [12411s]  Current: [fitness: 638675  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 638675  last updated: 12399s  feasible: 1  size: 1084]
[12411s]  		O: move_all_1               -----> [12411s]  Current: [fitness: 638675  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 638675  last updated: 12399s  feasible: 1  size: 1084]
[12411s]  		O: move_all_2               -----> [12411s]  Current: [fitness: 638355  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 638675  last updated: 12399s  feasible: 1  size: 1084]
[12411s]  		O: insert1                  -----> [12411s]  Current: [fitness: 638355  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 638355  last updated: 12411s  feasible: 1  size: 1084]
[12411s]  		O: remove1                  -----> [12411s]  Current: [fitness: 638355  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 638355  last updated: 12411s  feasible: 1  size: 1084]
[12411s]  		O: two_opt                  -----> [12418s]  Current: [fitness: 638355  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 638355  last updated: 12411s  feasible: 1  size: 1084]
[12418s]  		O: exchange_ids             -----> [12425s]  Current: [fitness: 638120  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 638355  last updated: 12411s  feasible: 1  size: 1084]
[12425s]  		O: exchange_1_2             -----> [12437s]  Current: [fitness: 637982  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 638120  last updated: 12425s  feasible: 1  size: 1084]
[12437s]  		O: exchange_2_2             -----> [12448s]  Current: [fitness: 637935  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637982  last updated: 12437s  feasible: 1  size: 1084]
[12448s]  		O: exchange_3_3             -----> [12460s]  Current: [fitness: 637901  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637935  last updated: 12448s  feasible: 1  size: 1084]
[12460s]  		O: exchange_3_4             -----> [12472s]  Current: [fitness: 637769  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637901  last updated: 12460s  feasible: 1  size: 1084]
[12472s]  		O: exchange_4_4             -----> [12483s]  Current: [fitness: 637714  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637769  last updated: 12472s  feasible: 1  size: 1084]
[12483s]  		O: rexchange_2_2            -----> [12495s]  Current: [fitness: 637634  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637714  last updated: 12483s  feasible: 1  size: 1084]
[12495s]  		O: rexchange_2_3            -----> [12506s]  Current: [fitness: 637491  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637634  last updated: 12495s  feasible: 1  size: 1084]
[12506s]  		O: rexchange_4_4            -----> [12518s]  Current: [fitness: 637491  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637491  last updated: 12506s  feasible: 1  size: 1084]
[12518s]  		O: centered_exchange_1      -----> [12518s]  Current: [fitness: 637491  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637491  last updated: 12506s  feasible: 1  size: 1084]
[12518s]  		O: relocate_1               -----> [12529s]  Current: [fitness: 637143  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637491  last updated: 12506s  feasible: 1  size: 1084]
[12529s]  		O: relocate_5               -----> [12541s]  Current: [fitness: 637085  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637143  last updated: 12529s  feasible: 1  size: 1084]
[12541s]  		O: rrelocate_3              -----> [12553s]  Current: [fitness: 637046  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637085  last updated: 12541s  feasible: 1  size: 1084]
[12553s]  		O: rrelocate_4              -----> [12564s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12564s]  		O: move_all_1               -----> [12564s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12564s]  		O: move_all_2               -----> [12564s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12564s]  		O: insert1                  -----> [12564s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12564s]  		O: remove1                  -----> [12564s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12564s]  		O: two_opt                  -----> [12572s]  Current: [fitness: 637046  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12572s]  		O: exchange_ids             -----> [12579s]  Current: [fitness: 636847  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 637046  last updated: 12553s  feasible: 1  size: 1084]
[12579s]  		O: exchange_1_2             -----> [12590s]  Current: [fitness: 636466  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636847  last updated: 12579s  feasible: 1  size: 1084]
[12590s]  		O: exchange_2_2             -----> [12602s]  Current: [fitness: 636316  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636466  last updated: 12590s  feasible: 1  size: 1084]
[12602s]  		O: exchange_3_3             -----> [12613s]  Current: [fitness: 636285  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636316  last updated: 12602s  feasible: 1  size: 1084]
[12613s]  		O: exchange_3_4             -----> [12625s]  Current: [fitness: 636140  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636285  last updated: 12613s  feasible: 1  size: 1084]
[12625s]  		O: exchange_4_4             -----> [12636s]  Current: [fitness: 636069  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636140  last updated: 12625s  feasible: 1  size: 1084]
[12636s]  		O: rexchange_2_2            -----> [12648s]  Current: [fitness: 636012  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636069  last updated: 12636s  feasible: 1  size: 1084]
[12648s]  		O: rexchange_2_3            -----> [12660s]  Current: [fitness: 635900  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 636012  last updated: 12648s  feasible: 1  size: 1084]
[12660s]  		O: rexchange_4_4            -----> [12671s]  Current: [fitness: 635900  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 635900  last updated: 12660s  feasible: 1  size: 1084]
