Solving vm1084
[0s]  C: constructRandomReplicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[1211s]  		O: relocate_5               -----> [1223s]  Current: [fitness: 4443090  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4467072  last updated: 1211s  feasible: 1  size: 1084]
[1223s]  		O: rrelocate_3              -----> [1235s]  Current: [fitness: 4419898  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4443090  last updated: 1223s  feasible: 1  size: 1084]
[1235s]  		O: rrelocate_4              -----> [1247s]  Current: [fitness: 4399600  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4419898  last updated: 1235s  feasible: 1  size: 1084]
[1247s]  		O: move_all_1               -----> [1247s]  Current: [fitness: 4390725  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4399600  last updated: 1247s  feasible: 1  size: 1084]
[1247s]  		O: move_all_2               -----> [1247s]  Current: [fitness: 4378242  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4390725  last updated: 1247s  feasible: 1  size: 1084]
[1247s]  		O: insert1                  -----> [1247s]  Current: [fitness: 4378242  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4378242  last updated: 1247s  feasible: 1  size: 1084]
[1247s]  		O: remove1                  -----> [1247s]  Current: [fitness: 4378242  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4378242  last updated: 1247s  feasible: 1  size: 1084]
[1247s]  		O: two_opt                  -----> [1254s]  Current: [fitness: 4362743  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4378242  last updated: 1247s  feasible: 1  size: 1084]
[1254s]  		O: exchange_ids             -----> [1261s]  Current: [fitness: 4338955  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4362743  last updated: 1254s  feasible: 1  size: 1084]
[1261s]  		O: exchange_1_2             -----> [1272s]  Current: [fitness: 4312195  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4338955  last updated: 1261s  feasible: 1  size: 1084]
[1272s]  		O: exchange_2_2             -----> [1284s]  Current: [fitness: 4288299  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4312195  last updated: 1272s  feasible: 1  size: 1084]
[1284s]  		O: exchange_3_3             -----> [1296s]  Current: [fitness: 4264808  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4288299  last updated: 1284s  feasible: 1  size: 1084]
[1296s]  		O: exchange_3_4             -----> [1308s]  Current: [fitness: 4238054  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4264808  last updated: 1296s  feasible: 1  size: 1084]
[1308s]  		O: exchange_4_4             -----> [1320s]  Current: [fitness: 4216419  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4238054  last updated: 1308s  feasible: 1  size: 1084]
[1320s]  		O: rexchange_2_2            -----> [1331s]  Current: [fitness: 4190720  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4216419  last updated: 1320s  feasible: 1  size: 1084]
[1331s]  		O: rexchange_2_3            -----> [1343s]  Current: [fitness: 4163540  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4190720  last updated: 1331s  feasible: 1  size: 1084]
[1343s]  		O: rexchange_4_4            -----> [1355s]  Current: [fitness: 4140978  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4163540  last updated: 1343s  feasible: 1  size: 1084]
[1355s]  		O: centered_exchange_1      -----> [1355s]  Current: [fitness: 4129976  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4140978  last updated: 1355s  feasible: 1  size: 1084]
[1355s]  		O: relocate_1               -----> [1367s]  Current: [fitness: 4115638  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4129976  last updated: 1355s  feasible: 1  size: 1084]
[1367s]  		O: relocate_5               -----> [1379s]  Current: [fitness: 4093039  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4115638  last updated: 1367s  feasible: 1  size: 1084]
[1379s]  		O: rrelocate_3              -----> [1391s]  Current: [fitness: 4072071  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4093039  last updated: 1379s  feasible: 1  size: 1084]
[1391s]  		O: rrelocate_4              -----> [1402s]  Current: [fitness: 4052738  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4072071  last updated: 1391s  feasible: 1  size: 1084]
[1402s]  		O: move_all_1               -----> [1402s]  Current: [fitness: 4044438  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4052738  last updated: 1402s  feasible: 1  size: 1084]
[1402s]  		O: move_all_2               -----> [1402s]  Current: [fitness: 4034717  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4044438  last updated: 1402s  feasible: 1  size: 1084]
[1402s]  		O: insert1                  -----> [1402s]  Current: [fitness: 4034717  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4034717  last updated: 1402s  feasible: 1  size: 1084]
[1402s]  		O: remove1                  -----> [1402s]  Current: [fitness: 4034717  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4034717  last updated: 1402s  feasible: 1  size: 1084]
[1402s]  		O: two_opt                  -----> [1409s]  Current: [fitness: 4020839  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4034717  last updated: 1402s  feasible: 1  size: 1084]
[1409s]  		O: exchange_ids             -----> [1417s]  Current: [fitness: 3997871  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4020839  last updated: 1409s  feasible: 1  size: 1084]
[1417s]  		O: exchange_1_2             -----> [1428s]  Current: [fitness: 3974792  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3997871  last updated: 1417s  feasible: 1  size: 1084]
[1428s]  		O: exchange_2_2             -----> [1440s]  Current: [fitness: 3951621  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3974792  last updated: 1428s  feasible: 1  size: 1084]
[1440s]  		O: exchange_3_3             -----> [1452s]  Current: [fitness: 3931088  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3951621  last updated: 1440s  feasible: 1  size: 1084]
[1452s]  		O: exchange_3_4             -----> [1464s]  Current: [fitness: 3908787  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3931088  last updated: 1452s  feasible: 1  size: 1084]
[1464s]  		O: exchange_4_4             -----> [1475s]  Current: [fitness: 3887317  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3908787  last updated: 1464s  feasible: 1  size: 1084]
[1475s]  		O: rexchange_2_2            -----> [1487s]  Current: [fitness: 3861790  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3887317  last updated: 1475s  feasible: 1  size: 1084]
[1487s]  		O: rexchange_2_3            -----> [1499s]  Current: [fitness: 3838351  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3861790  last updated: 1487s  feasible: 1  size: 1084]
[1499s]  		O: rexchange_4_4            -----> [1511s]  Current: [fitness: 3816248  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3838351  last updated: 1499s  feasible: 1  size: 1084]
[1511s]  		O: centered_exchange_1      -----> [1511s]  Current: [fitness: 3806605  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3816248  last updated: 1511s  feasible: 1  size: 1084]
[1511s]  		O: relocate_1               -----> [1522s]  Current: [fitness: 3793729  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3806605  last updated: 1511s  feasible: 1  size: 1084]
[1522s]  		O: relocate_5               -----> [1534s]  Current: [fitness: 3775885  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3793729  last updated: 1522s  feasible: 1  size: 1084]
[1534s]  		O: rrelocate_3              -----> [1546s]  Current: [fitness: 3756011  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3775885  last updated: 1534s  feasible: 1  size: 1084]
[1546s]  		O: rrelocate_4              -----> [1558s]  Current: [fitness: 3737486  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3756011  last updated: 1546s  feasible: 1  size: 1084]
[1558s]  		O: move_all_1               -----> [1558s]  Current: [fitness: 3730224  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3737486  last updated: 1558s  feasible: 1  size: 1084]
[1558s]  		O: move_all_2               -----> [1558s]  Current: [fitness: 3721035  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3730224  last updated: 1558s  feasible: 1  size: 1084]
[1558s]  		O: insert1                  -----> [1558s]  Current: [fitness: 3721035  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3721035  last updated: 1558s  feasible: 1  size: 1084]
[1558s]  		O: remove1                  -----> [1558s]  Current: [fitness: 3721035  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3721035  last updated: 1558s  feasible: 1  size: 1084]
[1558s]  		O: two_opt                  -----> [1565s]  Current: [fitness: 3706757  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3721035  last updated: 1558s  feasible: 1  size: 1084]
[1565s]  		O: exchange_ids             -----> [1572s]  Current: [fitness: 3687741  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3706757  last updated: 1565s  feasible: 1  size: 1084]
[1572s]  		O: exchange_1_2             -----> [1584s]  Current: [fitness: 3667205  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3687741  last updated: 1572s  feasible: 1  size: 1084]
[1584s]  		O: exchange_2_2             -----> [1596s]  Current: [fitness: 3648350  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3667205  last updated: 1584s  feasible: 1  size: 1084]
[1596s]  		O: exchange_3_3             -----> [1607s]  Current: [fitness: 3630529  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3648350  last updated: 1596s  feasible: 1  size: 1084]
[1607s]  		O: exchange_3_4             -----> [1619s]  Current: [fitness: 3611714  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3630529  last updated: 1607s  feasible: 1  size: 1084]
[1619s]  		O: exchange_4_4             -----> [1631s]  Current: [fitness: 3591870  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3611714  last updated: 1619s  feasible: 1  size: 1084]
[1631s]  		O: rexchange_2_2            -----> [1642s]  Current: [fitness: 3572468  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3591870  last updated: 1631s  feasible: 1  size: 1084]
[1642s]  		O: rexchange_2_3            -----> [1654s]  Current: [fitness: 3553309  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3572468  last updated: 1642s  feasible: 1  size: 1084]
[1654s]  		O: rexchange_4_4            -----> [1666s]  Current: [fitness: 3533461  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3553309  last updated: 1654s  feasible: 1  size: 1084]
[1666s]  		O: centered_exchange_1      -----> [1666s]  Current: [fitness: 3524944  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3533461  last updated: 1666s  feasible: 1  size: 1084]
[1666s]  		O: relocate_1               -----> [1677s]  Current: [fitness: 3513305  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3524944  last updated: 1666s  feasible: 1  size: 1084]
[1677s]  		O: relocate_5               -----> [1690s]  Current: [fitness: 3495954  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3513305  last updated: 1677s  feasible: 1  size: 1084]
[1690s]  		O: rrelocate_3              -----> [1702s]  Current: [fitness: 3480535  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3495954  last updated: 1690s  feasible: 1  size: 1084]
[1702s]  		O: rrelocate_4              -----> [1714s]  Current: [fitness: 3464621  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3480535  last updated: 1702s  feasible: 1  size: 1084]
[1714s]  		O: move_all_1               -----> [1714s]  Current: [fitness: 3457616  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3464621  last updated: 1714s  feasible: 1  size: 1084]
[1714s]  		O: move_all_2               -----> [1714s]  Current: [fitness: 3450334  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3457616  last updated: 1714s  feasible: 1  size: 1084]
[1714s]  		O: insert1                  -----> [1714s]  Current: [fitness: 3450334  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3450334  last updated: 1714s  feasible: 1  size: 1084]
[1714s]  		O: remove1                  -----> [1714s]  Current: [fitness: 3450334  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3450334  last updated: 1714s  feasible: 1  size: 1084]
[1714s]  		O: two_opt                  -----> [1721s]  Current: [fitness: 3436844  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3450334  last updated: 1714s  feasible: 1  size: 1084]
[1721s]  		O: exchange_ids             -----> [1727s]  Current: [fitness: 3420723  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3436844  last updated: 1721s  feasible: 1  size: 1084]
[1727s]  		O: exchange_1_2             -----> [1739s]  Current: [fitness: 3403271  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3420723  last updated: 1727s  feasible: 1  size: 1084]
[1739s]  		O: exchange_2_2             -----> [1750s]  Current: [fitness: 3385035  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3403271  last updated: 1739s  feasible: 1  size: 1084]
[1750s]  		O: exchange_3_3             -----> [1762s]  Current: [fitness: 3367418  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3385035  last updated: 1750s  feasible: 1  size: 1084]
[1762s]  		O: exchange_3_4             -----> [1774s]  Current: [fitness: 3348167  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3367418  last updated: 1762s  feasible: 1  size: 1084]
[1774s]  		O: exchange_4_4             -----> [1786s]  Current: [fitness: 3329949  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3348167  last updated: 1774s  feasible: 1  size: 1084]
[1786s]  		O: rexchange_2_2            -----> [1798s]  Current: [fitness: 3313866  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3329949  last updated: 1786s  feasible: 1  size: 1084]
[1798s]  		O: rexchange_2_3            -----> [1809s]  Current: [fitness: 3296520  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3313866  last updated: 1798s  feasible: 1  size: 1084]
[1809s]  		O: rexchange_4_4            -----> [1822s]  Current: [fitness: 3278413  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3296520  last updated: 1809s  feasible: 1  size: 1084]
[1822s]  		O: centered_exchange_1      -----> [1822s]  Current: [fitness: 3270349  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3278413  last updated: 1822s  feasible: 1  size: 1084]
[1822s]  		O: relocate_1               -----> [1835s]  Current: [fitness: 3259377  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3270349  last updated: 1822s  feasible: 1  size: 1084]
[1835s]  		O: relocate_5               -----> [1847s]  Current: [fitness: 3243242  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3259377  last updated: 1835s  feasible: 1  size: 1084]
[1847s]  		O: rrelocate_3              -----> [1859s]  Current: [fitness: 3229304  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3243242  last updated: 1847s  feasible: 1  size: 1084]
[1859s]  		O: rrelocate_4              -----> [1871s]  Current: [fitness: 3214566  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3229304  last updated: 1859s  feasible: 1  size: 1084]
[1871s]  		O: move_all_1               -----> [1871s]  Current: [fitness: 3209177  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3214566  last updated: 1871s  feasible: 1  size: 1084]
[1871s]  		O: move_all_2               -----> [1871s]  Current: [fitness: 3202308  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3209177  last updated: 1871s  feasible: 1  size: 1084]
[1871s]  		O: insert1                  -----> [1871s]  Current: [fitness: 3202308  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3202308  last updated: 1871s  feasible: 1  size: 1084]
[1871s]  		O: remove1                  -----> [1871s]  Current: [fitness: 3202308  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3202308  last updated: 1871s  feasible: 1  size: 1084]
[1871s]  		O: two_opt                  -----> [1878s]  Current: [fitness: 3189596  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3202308  last updated: 1871s  feasible: 1  size: 1084]
[1878s]  		O: exchange_ids             -----> [1885s]  Current: [fitness: 3175429  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3189596  last updated: 1878s  feasible: 1  size: 1084]
[1885s]  		O: exchange_1_2             -----> [1896s]  Current: [fitness: 3159583  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3175429  last updated: 1885s  feasible: 1  size: 1084]
[1896s]  		O: exchange_2_2             -----> [1908s]  Current: [fitness: 3144482  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3159583  last updated: 1896s  feasible: 1  size: 1084]
[1908s]  		O: exchange_3_3             -----> [1920s]  Current: [fitness: 3129873  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3144482  last updated: 1908s  feasible: 1  size: 1084]
[1920s]  		O: exchange_3_4             -----> [1932s]  Current: [fitness: 3114170  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3129873  last updated: 1920s  feasible: 1  size: 1084]
[1932s]  		O: exchange_4_4             -----> [1943s]  Current: [fitness: 3099407  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3114170  last updated: 1932s  feasible: 1  size: 1084]
[1943s]  		O: rexchange_2_2            -----> [1955s]  Current: [fitness: 3085953  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3099407  last updated: 1943s  feasible: 1  size: 1084]
[1955s]  		O: rexchange_2_3            -----> [1967s]  Current: [fitness: 3069363  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3085953  last updated: 1955s  feasible: 1  size: 1084]
[1967s]  		O: rexchange_4_4            -----> [1978s]  Current: [fitness: 3051599  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3069363  last updated: 1967s  feasible: 1  size: 1084]
[1978s]  		O: centered_exchange_1      -----> [1978s]  Current: [fitness: 3045385  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3051599  last updated: 1978s  feasible: 1  size: 1084]
[1978s]  		O: relocate_1               -----> [1990s]  Current: [fitness: 3036153  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3045385  last updated: 1978s  feasible: 1  size: 1084]
[1990s]  		O: relocate_5               -----> [2002s]  Current: [fitness: 3021216  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3036153  last updated: 1990s  feasible: 1  size: 1084]
[2002s]  		O: rrelocate_3              -----> [2014s]  Current: [fitness: 3008118  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3021216  last updated: 2002s  feasible: 1  size: 1084]
[2014s]  		O: rrelocate_4              -----> [2026s]  Current: [fitness: 2994233  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3008118  last updated: 2014s  feasible: 1  size: 1084]
[2026s]  		O: move_all_1               -----> [2026s]  Current: [fitness: 2988851  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2994233  last updated: 2026s  feasible: 1  size: 1084]
[2026s]  		O: move_all_2               -----> [2026s]  Current: [fitness: 2983085  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2988851  last updated: 2026s  feasible: 1  size: 1084]
[2026s]  		O: insert1                  -----> [2026s]  Current: [fitness: 2983085  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2983085  last updated: 2026s  feasible: 1  size: 1084]
[2026s]  		O: remove1                  -----> [2026s]  Current: [fitness: 2983085  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2983085  last updated: 2026s  feasible: 1  size: 1084]
[2026s]  		O: two_opt                  -----> [2033s]  Current: [fitness: 2969216  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2983085  last updated: 2026s  feasible: 1  size: 1084]
[2033s]  		O: exchange_ids             -----> [2039s]  Current: [fitness: 2955268  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2969216  last updated: 2033s  feasible: 1  size: 1084]
[2039s]  		O: exchange_1_2             -----> [2051s]  Current: [fitness: 2941475  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2955268  last updated: 2039s  feasible: 1  size: 1084]
[2051s]  		O: exchange_2_2             -----> [2063s]  Current: [fitness: 2926576  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2941475  last updated: 2051s  feasible: 1  size: 1084]
[2063s]  		O: exchange_3_3             -----> [2075s]  Current: [fitness: 2912907  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2926576  last updated: 2063s  feasible: 1  size: 1084]
[2075s]  		O: exchange_3_4             -----> [2087s]  Current: [fitness: 2898668  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2912907  last updated: 2075s  feasible: 1  size: 1084]
[2087s]  		O: exchange_4_4             -----> [2098s]  Current: [fitness: 2885593  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2898668  last updated: 2087s  feasible: 1  size: 1084]
[2098s]  		O: rexchange_2_2            -----> [2110s]  Current: [fitness: 2872274  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2885593  last updated: 2098s  feasible: 1  size: 1084]
[2110s]  		O: rexchange_2_3            -----> [2122s]  Current: [fitness: 2856941  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2872274  last updated: 2110s  feasible: 1  size: 1084]
[2122s]  		O: rexchange_4_4            -----> [2134s]  Current: [fitness: 2843926  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2856941  last updated: 2122s  feasible: 1  size: 1084]
[2134s]  		O: centered_exchange_1      -----> [2134s]  Current: [fitness: 2838333  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2843926  last updated: 2134s  feasible: 1  size: 1084]
[2134s]  		O: relocate_1               -----> [2146s]  Current: [fitness: 2829249  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2838333  last updated: 2134s  feasible: 1  size: 1084]
[2146s]  		O: relocate_5               -----> [2158s]  Current: [fitness: 2815661  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2829249  last updated: 2146s  feasible: 1  size: 1084]
[2158s]  		O: rrelocate_3              -----> [2170s]  Current: [fitness: 2803356  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2815661  last updated: 2158s  feasible: 1  size: 1084]
[2170s]  		O: rrelocate_4              -----> [2182s]  Current: [fitness: 2789645  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2803356  last updated: 2170s  feasible: 1  size: 1084]
[2182s]  		O: move_all_1               -----> [2182s]  Current: [fitness: 2784574  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2789645  last updated: 2182s  feasible: 1  size: 1084]
[2182s]  		O: move_all_2               -----> [2182s]  Current: [fitness: 2778882  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2784574  last updated: 2182s  feasible: 1  size: 1084]
[2182s]  		O: insert1                  -----> [2182s]  Current: [fitness: 2778882  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2778882  last updated: 2182s  feasible: 1  size: 1084]
[2182s]  		O: remove1                  -----> [2182s]  Current: [fitness: 2778882  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2778882  last updated: 2182s  feasible: 1  size: 1084]
[2182s]  		O: two_opt                  -----> [2189s]  Current: [fitness: 2768455  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2778882  last updated: 2182s  feasible: 1  size: 1084]
[2189s]  		O: exchange_ids             -----> [2196s]  Current: [fitness: 2756485  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2768455  last updated: 2189s  feasible: 1  size: 1084]
[2196s]  		O: exchange_1_2             -----> [2207s]  Current: [fitness: 2744193  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2756485  last updated: 2196s  feasible: 1  size: 1084]
[2207s]  		O: exchange_2_2             -----> [2219s]  Current: [fitness: 2731791  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2744193  last updated: 2207s  feasible: 1  size: 1084]
[2219s]  		O: exchange_3_3             -----> [2231s]  Current: [fitness: 2719635  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2731791  last updated: 2219s  feasible: 1  size: 1084]
[2231s]  		O: exchange_3_4             -----> [2243s]  Current: [fitness: 2706822  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2719635  last updated: 2231s  feasible: 1  size: 1084]
[2243s]  		O: exchange_4_4             -----> [2255s]  Current: [fitness: 2692954  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2706822  last updated: 2243s  feasible: 1  size: 1084]
[2255s]  		O: rexchange_2_2            -----> [2266s]  Current: [fitness: 2680101  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2692954  last updated: 2255s  feasible: 1  size: 1084]
[2266s]  		O: rexchange_2_3            -----> [2278s]  Current: [fitness: 2668140  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2680101  last updated: 2266s  feasible: 1  size: 1084]
[2278s]  		O: rexchange_4_4            -----> [2290s]  Current: [fitness: 2656406  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2668140  last updated: 2278s  feasible: 1  size: 1084]
[2290s]  		O: centered_exchange_1      -----> [2290s]  Current: [fitness: 2651535  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2656406  last updated: 2290s  feasible: 1  size: 1084]
[2290s]  		O: relocate_1               -----> [2302s]  Current: [fitness: 2643413  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2651535  last updated: 2290s  feasible: 1  size: 1084]
[2302s]  		O: relocate_5               -----> [2314s]  Current: [fitness: 2630260  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2643413  last updated: 2302s  feasible: 1  size: 1084]
[2314s]  		O: rrelocate_3              -----> [2326s]  Current: [fitness: 2620051  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2630260  last updated: 2314s  feasible: 1  size: 1084]
[2326s]  		O: rrelocate_4              -----> [2337s]  Current: [fitness: 2608640  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2620051  last updated: 2326s  feasible: 1  size: 1084]
[2337s]  		O: move_all_1               -----> [2337s]  Current: [fitness: 2603764  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2608640  last updated: 2337s  feasible: 1  size: 1084]
[2337s]  		O: move_all_2               -----> [2338s]  Current: [fitness: 2598504  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2603764  last updated: 2337s  feasible: 1  size: 1084]
[2338s]  		O: insert1                  -----> [2338s]  Current: [fitness: 2598504  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2598504  last updated: 2338s  feasible: 1  size: 1084]
[2338s]  		O: remove1                  -----> [2338s]  Current: [fitness: 2598504  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2598504  last updated: 2338s  feasible: 1  size: 1084]
[2338s]  		O: two_opt                  -----> [2345s]  Current: [fitness: 2590311  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2598504  last updated: 2338s  feasible: 1  size: 1084]
[2345s]  		O: exchange_ids             -----> [2352s]  Current: [fitness: 2580124  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2590311  last updated: 2345s  feasible: 1  size: 1084]
[2352s]  		O: exchange_1_2             -----> [2363s]  Current: [fitness: 2568334  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2580124  last updated: 2352s  feasible: 1  size: 1084]
[2363s]  		O: exchange_2_2             -----> [2375s]  Current: [fitness: 2556374  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2568334  last updated: 2363s  feasible: 1  size: 1084]
[2375s]  		O: exchange_3_3             -----> [2387s]  Current: [fitness: 2544868  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2556374  last updated: 2375s  feasible: 1  size: 1084]
