Solving vm1084
[0s]  C: construct_random_replicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[879s]  		O: rrelocate_3              -----> [887s]  Current: [fitness: 4269065  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4292469  last updated: 879s  feasible: 1  size: 1084]
[887s]  		O: rrelocate_4              -----> [896s]  Current: [fitness: 4249384  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4269065  last updated: 887s  feasible: 1  size: 1084]
[896s]  		O: move_all_1               -----> [896s]  Current: [fitness: 4240488  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4249384  last updated: 896s  feasible: 1  size: 1084]
[896s]  		O: move_all_2               -----> [896s]  Current: [fitness: 4230105  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4240488  last updated: 896s  feasible: 1  size: 1084]
[896s]  		O: insert1                  -----> [896s]  Current: [fitness: 4230105  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4230105  last updated: 896s  feasible: 1  size: 1084]
[896s]  		O: remove1                  -----> [896s]  Current: [fitness: 4230105  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4230105  last updated: 896s  feasible: 1  size: 1084]
[896s]  		O: two_opt                  -----> [901s]  Current: [fitness: 4211771  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4230105  last updated: 896s  feasible: 1  size: 1084]
[901s]  		O: exchange_ids             -----> [906s]  Current: [fitness: 4188402  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4211771  last updated: 901s  feasible: 1  size: 1084]
[906s]  		O: exchange_1_2             -----> [914s]  Current: [fitness: 4162647  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4188402  last updated: 906s  feasible: 1  size: 1084]
[914s]  		O: exchange_2_2             -----> [923s]  Current: [fitness: 4137692  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4162647  last updated: 914s  feasible: 1  size: 1084]
[923s]  		O: exchange_3_3             -----> [931s]  Current: [fitness: 4110623  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4137692  last updated: 923s  feasible: 1  size: 1084]
[931s]  		O: exchange_3_4             -----> [940s]  Current: [fitness: 4085233  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4110623  last updated: 931s  feasible: 1  size: 1084]
[940s]  		O: exchange_4_4             -----> [948s]  Current: [fitness: 4062105  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4085233  last updated: 940s  feasible: 1  size: 1084]
[948s]  		O: rexchange_2_2            -----> [956s]  Current: [fitness: 4038996  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4062105  last updated: 948s  feasible: 1  size: 1084]
[956s]  		O: rexchange_2_3            -----> [965s]  Current: [fitness: 4015058  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4038996  last updated: 956s  feasible: 1  size: 1084]
[965s]  		O: rexchange_4_4            -----> [973s]  Current: [fitness: 3992155  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4015058  last updated: 965s  feasible: 1  size: 1084]
[973s]  		O: centered_exchange_1      -----> [973s]  Current: [fitness: 3981655  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3992155  last updated: 973s  feasible: 1  size: 1084]
[973s]  		O: relocate_1               -----> [982s]  Current: [fitness: 3967800  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3981655  last updated: 973s  feasible: 1  size: 1084]
[982s]  		O: relocate_5               -----> [991s]  Current: [fitness: 3946179  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3967800  last updated: 982s  feasible: 1  size: 1084]
[991s]  		O: rrelocate_3              -----> [999s]  Current: [fitness: 3923521  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3946179  last updated: 991s  feasible: 1  size: 1084]
[999s]  		O: rrelocate_4              -----> [1008s]  Current: [fitness: 3904213  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3923521  last updated: 999s  feasible: 1  size: 1084]
[1008s]  		O: move_all_1               -----> [1008s]  Current: [fitness: 3896027  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3904213  last updated: 1008s  feasible: 1  size: 1084]
[1008s]  		O: move_all_2               -----> [1008s]  Current: [fitness: 3886523  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3896027  last updated: 1008s  feasible: 1  size: 1084]
[1008s]  		O: insert1                  -----> [1008s]  Current: [fitness: 3886523  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3886523  last updated: 1008s  feasible: 1  size: 1084]
[1008s]  		O: remove1                  -----> [1008s]  Current: [fitness: 3886523  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3886523  last updated: 1008s  feasible: 1  size: 1084]
[1008s]  		O: two_opt                  -----> [1013s]  Current: [fitness: 3868593  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3886523  last updated: 1008s  feasible: 1  size: 1084]
[1013s]  		O: exchange_ids             -----> [1018s]  Current: [fitness: 3846973  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3868593  last updated: 1013s  feasible: 1  size: 1084]
[1018s]  		O: exchange_1_2             -----> [1026s]  Current: [fitness: 3822452  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3846973  last updated: 1018s  feasible: 1  size: 1084]
[1026s]  		O: exchange_2_2             -----> [1035s]  Current: [fitness: 3798313  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3822452  last updated: 1026s  feasible: 1  size: 1084]
[1035s]  		O: exchange_3_3             -----> [1043s]  Current: [fitness: 3775876  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3798313  last updated: 1035s  feasible: 1  size: 1084]
[1043s]  		O: exchange_3_4             -----> [1052s]  Current: [fitness: 3750853  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3775876  last updated: 1043s  feasible: 1  size: 1084]
[1052s]  		O: exchange_4_4             -----> [1060s]  Current: [fitness: 3729216  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3750853  last updated: 1052s  feasible: 1  size: 1084]
[1060s]  		O: rexchange_2_2            -----> [1069s]  Current: [fitness: 3709217  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3729216  last updated: 1060s  feasible: 1  size: 1084]
[1069s]  		O: rexchange_2_3            -----> [1077s]  Current: [fitness: 3687070  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3709217  last updated: 1069s  feasible: 1  size: 1084]
[1077s]  		O: rexchange_4_4            -----> [1085s]  Current: [fitness: 3664585  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3687070  last updated: 1077s  feasible: 1  size: 1084]
[1085s]  		O: centered_exchange_1      -----> [1085s]  Current: [fitness: 3655547  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3664585  last updated: 1085s  feasible: 1  size: 1084]
[1085s]  		O: relocate_1               -----> [1094s]  Current: [fitness: 3643926  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3655547  last updated: 1085s  feasible: 1  size: 1084]
[1094s]  		O: relocate_5               -----> [1103s]  Current: [fitness: 3625001  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3643926  last updated: 1094s  feasible: 1  size: 1084]
[1103s]  		O: rrelocate_3              -----> [1111s]  Current: [fitness: 3605578  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3625001  last updated: 1103s  feasible: 1  size: 1084]
[1111s]  		O: rrelocate_4              -----> [1120s]  Current: [fitness: 3587963  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3605578  last updated: 1111s  feasible: 1  size: 1084]
[1120s]  		O: move_all_1               -----> [1120s]  Current: [fitness: 3580843  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3587963  last updated: 1120s  feasible: 1  size: 1084]
[1120s]  		O: move_all_2               -----> [1120s]  Current: [fitness: 3571821  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3580843  last updated: 1120s  feasible: 1  size: 1084]
[1120s]  		O: insert1                  -----> [1120s]  Current: [fitness: 3571821  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3571821  last updated: 1120s  feasible: 1  size: 1084]
[1120s]  		O: remove1                  -----> [1120s]  Current: [fitness: 3571821  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3571821  last updated: 1120s  feasible: 1  size: 1084]
[1120s]  		O: two_opt                  -----> [1125s]  Current: [fitness: 3556270  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3571821  last updated: 1120s  feasible: 1  size: 1084]
[1125s]  		O: exchange_ids             -----> [1129s]  Current: [fitness: 3538652  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3556270  last updated: 1125s  feasible: 1  size: 1084]
[1129s]  		O: exchange_1_2             -----> [1138s]  Current: [fitness: 3519268  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3538652  last updated: 1129s  feasible: 1  size: 1084]
[1138s]  		O: exchange_2_2             -----> [1146s]  Current: [fitness: 3500482  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3519268  last updated: 1138s  feasible: 1  size: 1084]
[1146s]  		O: exchange_3_3             -----> [1155s]  Current: [fitness: 3476561  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3500482  last updated: 1146s  feasible: 1  size: 1084]
[1155s]  		O: exchange_3_4             -----> [1163s]  Current: [fitness: 3454837  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3476561  last updated: 1155s  feasible: 1  size: 1084]
[1163s]  		O: exchange_4_4             -----> [1172s]  Current: [fitness: 3433085  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3454837  last updated: 1163s  feasible: 1  size: 1084]
[1172s]  		O: rexchange_2_2            -----> [1180s]  Current: [fitness: 3414145  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3433085  last updated: 1172s  feasible: 1  size: 1084]
[1180s]  		O: rexchange_2_3            -----> [1188s]  Current: [fitness: 3394594  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3414145  last updated: 1180s  feasible: 1  size: 1084]
[1188s]  		O: rexchange_4_4            -----> [1197s]  Current: [fitness: 3374743  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3394594  last updated: 1188s  feasible: 1  size: 1084]
[1197s]  		O: centered_exchange_1      -----> [1197s]  Current: [fitness: 3367465  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3374743  last updated: 1197s  feasible: 1  size: 1084]
[1197s]  		O: relocate_1               -----> [1205s]  Current: [fitness: 3355910  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3367465  last updated: 1197s  feasible: 1  size: 1084]
[1205s]  		O: relocate_5               -----> [1214s]  Current: [fitness: 3338747  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3355910  last updated: 1205s  feasible: 1  size: 1084]
[1214s]  		O: rrelocate_3              -----> [1223s]  Current: [fitness: 3322706  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3338747  last updated: 1214s  feasible: 1  size: 1084]
[1223s]  		O: rrelocate_4              -----> [1231s]  Current: [fitness: 3306420  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3322706  last updated: 1223s  feasible: 1  size: 1084]
[1231s]  		O: move_all_1               -----> [1231s]  Current: [fitness: 3299458  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3306420  last updated: 1231s  feasible: 1  size: 1084]
[1231s]  		O: move_all_2               -----> [1231s]  Current: [fitness: 3292391  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3299458  last updated: 1231s  feasible: 1  size: 1084]
[1231s]  		O: insert1                  -----> [1231s]  Current: [fitness: 3292391  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3292391  last updated: 1231s  feasible: 1  size: 1084]
[1231s]  		O: remove1                  -----> [1231s]  Current: [fitness: 3292391  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3292391  last updated: 1231s  feasible: 1  size: 1084]
[1231s]  		O: two_opt                  -----> [1236s]  Current: [fitness: 3276289  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3292391  last updated: 1231s  feasible: 1  size: 1084]
[1236s]  		O: exchange_ids             -----> [1241s]  Current: [fitness: 3259607  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3276289  last updated: 1236s  feasible: 1  size: 1084]
[1241s]  		O: exchange_1_2             -----> [1249s]  Current: [fitness: 3241000  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3259607  last updated: 1241s  feasible: 1  size: 1084]
[1249s]  		O: exchange_2_2             -----> [1258s]  Current: [fitness: 3223432  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3241000  last updated: 1249s  feasible: 1  size: 1084]
[1258s]  		O: exchange_3_3             -----> [1266s]  Current: [fitness: 3206676  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3223432  last updated: 1258s  feasible: 1  size: 1084]
[1266s]  		O: exchange_3_4             -----> [1275s]  Current: [fitness: 3185366  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3206676  last updated: 1266s  feasible: 1  size: 1084]
[1275s]  		O: exchange_4_4             -----> [1283s]  Current: [fitness: 3166954  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3185366  last updated: 1275s  feasible: 1  size: 1084]
[1283s]  		O: rexchange_2_2            -----> [1292s]  Current: [fitness: 3149485  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3166954  last updated: 1283s  feasible: 1  size: 1084]
[1292s]  		O: rexchange_2_3            -----> [1301s]  Current: [fitness: 3131273  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3149485  last updated: 1292s  feasible: 1  size: 1084]
[1301s]  		O: rexchange_4_4            -----> [1309s]  Current: [fitness: 3114136  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3131273  last updated: 1301s  feasible: 1  size: 1084]
[1309s]  		O: centered_exchange_1      -----> [1309s]  Current: [fitness: 3107022  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3114136  last updated: 1309s  feasible: 1  size: 1084]
[1309s]  		O: relocate_1               -----> [1318s]  Current: [fitness: 3096908  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3107022  last updated: 1309s  feasible: 1  size: 1084]
[1318s]  		O: relocate_5               -----> [1326s]  Current: [fitness: 3080724  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3096908  last updated: 1318s  feasible: 1  size: 1084]
[1326s]  		O: rrelocate_3              -----> [1335s]  Current: [fitness: 3065805  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3080724  last updated: 1326s  feasible: 1  size: 1084]
[1335s]  		O: rrelocate_4              -----> [1343s]  Current: [fitness: 3051997  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3065805  last updated: 1335s  feasible: 1  size: 1084]
[1343s]  		O: move_all_1               -----> [1343s]  Current: [fitness: 3044574  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3051997  last updated: 1343s  feasible: 1  size: 1084]
[1343s]  		O: move_all_2               -----> [1343s]  Current: [fitness: 3037682  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3044574  last updated: 1343s  feasible: 1  size: 1084]
[1343s]  		O: insert1                  -----> [1343s]  Current: [fitness: 3037682  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3037682  last updated: 1343s  feasible: 1  size: 1084]
[1343s]  		O: remove1                  -----> [1343s]  Current: [fitness: 3037682  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 3037682  last updated: 1343s  feasible: 1  size: 1084]
[1343s]  		O: two_opt                  -----> [1348s]  Current: [fitness: 3023730  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3037682  last updated: 1343s  feasible: 1  size: 1084]
[1348s]  		O: exchange_ids             -----> [1353s]  Current: [fitness: 3007953  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3023730  last updated: 1348s  feasible: 1  size: 1084]
[1353s]  		O: exchange_1_2             -----> [1362s]  Current: [fitness: 2991681  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 3007953  last updated: 1353s  feasible: 1  size: 1084]
[1362s]  		O: exchange_2_2             -----> [1370s]  Current: [fitness: 2977697  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2991681  last updated: 1362s  feasible: 1  size: 1084]
[1370s]  		O: exchange_3_3             -----> [1379s]  Current: [fitness: 2961856  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2977697  last updated: 1370s  feasible: 1  size: 1084]
[1379s]  		O: exchange_3_4             -----> [1387s]  Current: [fitness: 2945660  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2961856  last updated: 1379s  feasible: 1  size: 1084]
[1387s]  		O: exchange_4_4             -----> [1396s]  Current: [fitness: 2928908  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2945660  last updated: 1387s  feasible: 1  size: 1084]
[1396s]  		O: rexchange_2_2            -----> [1404s]  Current: [fitness: 2912455  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2928908  last updated: 1396s  feasible: 1  size: 1084]
[1404s]  		O: rexchange_2_3            -----> [1413s]  Current: [fitness: 2893417  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2912455  last updated: 1404s  feasible: 1  size: 1084]
[1413s]  		O: rexchange_4_4            -----> [1421s]  Current: [fitness: 2877261  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2893417  last updated: 1413s  feasible: 1  size: 1084]
[1421s]  		O: centered_exchange_1      -----> [1421s]  Current: [fitness: 2870989  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2877261  last updated: 1421s  feasible: 1  size: 1084]
[1421s]  		O: relocate_1               -----> [1430s]  Current: [fitness: 2861785  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2870989  last updated: 1421s  feasible: 1  size: 1084]
[1430s]  		O: relocate_5               -----> [1438s]  Current: [fitness: 2847094  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2861785  last updated: 1430s  feasible: 1  size: 1084]
[1438s]  		O: rrelocate_3              -----> [1447s]  Current: [fitness: 2832810  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2847094  last updated: 1438s  feasible: 1  size: 1084]
[1447s]  		O: rrelocate_4              -----> [1455s]  Current: [fitness: 2819509  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2832810  last updated: 1447s  feasible: 1  size: 1084]
[1455s]  		O: move_all_1               -----> [1455s]  Current: [fitness: 2813884  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2819509  last updated: 1455s  feasible: 1  size: 1084]
[1455s]  		O: move_all_2               -----> [1455s]  Current: [fitness: 2808661  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2813884  last updated: 1455s  feasible: 1  size: 1084]
[1455s]  		O: insert1                  -----> [1455s]  Current: [fitness: 2808661  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2808661  last updated: 1455s  feasible: 1  size: 1084]
[1455s]  		O: remove1                  -----> [1455s]  Current: [fitness: 2808661  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2808661  last updated: 1455s  feasible: 1  size: 1084]
[1455s]  		O: two_opt                  -----> [1460s]  Current: [fitness: 2796738  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2808661  last updated: 1455s  feasible: 1  size: 1084]
[1460s]  		O: exchange_ids             -----> [1465s]  Current: [fitness: 2781941  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2796738  last updated: 1460s  feasible: 1  size: 1084]
[1465s]  		O: exchange_1_2             -----> [1473s]  Current: [fitness: 2765919  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2781941  last updated: 1465s  feasible: 1  size: 1084]
[1473s]  		O: exchange_2_2             -----> [1482s]  Current: [fitness: 2751456  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2765919  last updated: 1473s  feasible: 1  size: 1084]
[1482s]  		O: exchange_3_3             -----> [1490s]  Current: [fitness: 2735943  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2751456  last updated: 1482s  feasible: 1  size: 1084]
[1490s]  		O: exchange_3_4             -----> [1499s]  Current: [fitness: 2722560  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2735943  last updated: 1490s  feasible: 1  size: 1084]
[1499s]  		O: exchange_4_4             -----> [1507s]  Current: [fitness: 2710346  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2722560  last updated: 1499s  feasible: 1  size: 1084]
[1507s]  		O: rexchange_2_2            -----> [1516s]  Current: [fitness: 2695803  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2710346  last updated: 1507s  feasible: 1  size: 1084]
[1516s]  		O: rexchange_2_3            -----> [1524s]  Current: [fitness: 2680859  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2695803  last updated: 1516s  feasible: 1  size: 1084]
[1524s]  		O: rexchange_4_4            -----> [1532s]  Current: [fitness: 2666068  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2680859  last updated: 1524s  feasible: 1  size: 1084]
[1532s]  		O: centered_exchange_1      -----> [1532s]  Current: [fitness: 2661657  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2666068  last updated: 1532s  feasible: 1  size: 1084]
[1532s]  		O: relocate_1               -----> [1541s]  Current: [fitness: 2652467  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2661657  last updated: 1532s  feasible: 1  size: 1084]
[1541s]  		O: relocate_5               -----> [1550s]  Current: [fitness: 2639124  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2652467  last updated: 1541s  feasible: 1  size: 1084]
[1550s]  		O: rrelocate_3              -----> [1558s]  Current: [fitness: 2625299  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2639124  last updated: 1550s  feasible: 1  size: 1084]
[1558s]  		O: rrelocate_4              -----> [1567s]  Current: [fitness: 2612198  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2625299  last updated: 1558s  feasible: 1  size: 1084]
[1567s]  		O: move_all_1               -----> [1567s]  Current: [fitness: 2607413  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2612198  last updated: 1567s  feasible: 1  size: 1084]
[1567s]  		O: move_all_2               -----> [1567s]  Current: [fitness: 2602720  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2607413  last updated: 1567s  feasible: 1  size: 1084]
[1567s]  		O: insert1                  -----> [1567s]  Current: [fitness: 2602720  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2602720  last updated: 1567s  feasible: 1  size: 1084]
[1567s]  		O: remove1                  -----> [1567s]  Current: [fitness: 2602720  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2602720  last updated: 1567s  feasible: 1  size: 1084]
[1567s]  		O: two_opt                  -----> [1571s]  Current: [fitness: 2590564  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2602720  last updated: 1567s  feasible: 1  size: 1084]
[1571s]  		O: exchange_ids             -----> [1576s]  Current: [fitness: 2579578  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2590564  last updated: 1571s  feasible: 1  size: 1084]
[1576s]  		O: exchange_1_2             -----> [1585s]  Current: [fitness: 2565749  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2579578  last updated: 1576s  feasible: 1  size: 1084]
[1585s]  		O: exchange_2_2             -----> [1593s]  Current: [fitness: 2552083  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2565749  last updated: 1585s  feasible: 1  size: 1084]
[1593s]  		O: exchange_3_3             -----> [1602s]  Current: [fitness: 2540459  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2552083  last updated: 1593s  feasible: 1  size: 1084]
[1602s]  		O: exchange_3_4             -----> [1610s]  Current: [fitness: 2526192  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2540459  last updated: 1602s  feasible: 1  size: 1084]
[1610s]  		O: exchange_4_4             -----> [1619s]  Current: [fitness: 2515084  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2526192  last updated: 1610s  feasible: 1  size: 1084]
[1619s]  		O: rexchange_2_2            -----> [1627s]  Current: [fitness: 2501524  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2515084  last updated: 1619s  feasible: 1  size: 1084]
[1627s]  		O: rexchange_2_3            -----> [1636s]  Current: [fitness: 2486918  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2501524  last updated: 1627s  feasible: 1  size: 1084]
[1636s]  		O: rexchange_4_4            -----> [1644s]  Current: [fitness: 2473911  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2486918  last updated: 1636s  feasible: 1  size: 1084]
[1644s]  		O: centered_exchange_1      -----> [1644s]  Current: [fitness: 2469551  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2473911  last updated: 1644s  feasible: 1  size: 1084]
[1644s]  		O: relocate_1               -----> [1653s]  Current: [fitness: 2460887  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2469551  last updated: 1644s  feasible: 1  size: 1084]
[1653s]  		O: relocate_5               -----> [1661s]  Current: [fitness: 2448091  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2460887  last updated: 1653s  feasible: 1  size: 1084]
[1661s]  		O: rrelocate_3              -----> [1670s]  Current: [fitness: 2436648  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2448091  last updated: 1661s  feasible: 1  size: 1084]
[1670s]  		O: rrelocate_4              -----> [1678s]  Current: [fitness: 2423822  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2436648  last updated: 1670s  feasible: 1  size: 1084]
[1678s]  		O: move_all_1               -----> [1678s]  Current: [fitness: 2419487  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2423822  last updated: 1678s  feasible: 1  size: 1084]
[1678s]  		O: move_all_2               -----> [1678s]  Current: [fitness: 2415093  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2419487  last updated: 1678s  feasible: 1  size: 1084]
[1678s]  		O: insert1                  -----> [1678s]  Current: [fitness: 2415093  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2415093  last updated: 1678s  feasible: 1  size: 1084]
[1678s]  		O: remove1                  -----> [1678s]  Current: [fitness: 2415093  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 2415093  last updated: 1678s  feasible: 1  size: 1084]
[1678s]  		O: two_opt                  -----> [1683s]  Current: [fitness: 2403900  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2415093  last updated: 1678s  feasible: 1  size: 1084]
[1683s]  		O: exchange_ids             -----> [1689s]  Current: [fitness: 2393530  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2403900  last updated: 1683s  feasible: 1  size: 1084]
[1689s]  		O: exchange_1_2             -----> [1697s]  Current: [fitness: 2381934  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2393530  last updated: 1689s  feasible: 1  size: 1084]
[1697s]  		O: exchange_2_2             -----> [1705s]  Current: [fitness: 2371193  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2381934  last updated: 1697s  feasible: 1  size: 1084]
[1705s]  		O: exchange_3_3             -----> [1714s]  Current: [fitness: 2359770  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2371193  last updated: 1705s  feasible: 1  size: 1084]
[1714s]  		O: exchange_3_4             -----> [1722s]  Current: [fitness: 2347367  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2359770  last updated: 1714s  feasible: 1  size: 1084]
[1722s]  		O: exchange_4_4             -----> [1731s]  Current: [fitness: 2336777  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 2347367  last updated: 1722s  feasible: 1  size: 1084]
